engine_capacity,cylinder,horse_power,top_speed,seats,brand,country,price_in_usd
-1.0861230777980866,-0.6755510233587402,-0.895386076888764,-0.3941421864303412,-0.06572421689895393,-1.6402211927785602,-1.6370961318390211,-0.3298876391347947
1.3199135108259457,1.5210344690881326,0.5880236630979266,0.7310676201646287,-0.06572421689895393,0.2291483414638068,-0.15704610322629242,0.3093505287700542
-1.0109344344035855,-0.6755510233587402,-0.9017800843887067,-0.9812081724798908,-0.06572421689895393,-1.1061156115664554,-0.15704610322629242,-0.2072467260374387
-0.25904800045857534,-0.6755510233587402,-0.6524137918909441,-0.002764862397308223,-0.06572421689895393,0.8077627211102537,-0.6503961127638687,-0.2072467260374387
-0.9357457910090844,-0.6755510233587402,-1.0808122943871004,-0.7365973449592451,-0.06572421689895393,1.564412294494069,1.3230039253864363,-0.4885829528262656
-0.25904800045857534,-0.6755510233587402,-1.036054241887502,-0.8099805932154388,-0.06572421689895393,-0.39397483661698224,-1.143746122301445,-0.5847265044080129
-0.6349912174310804,-0.6755510233587402,-0.895386076888764,-0.6387530139509868,-0.06572421689895393,1.3863771007567007,0.3363039063112838,-0.41489828541145907
-0.48461393064207825,-0.6755510233587402,-0.9593261518881904,-0.9812081724798908,-0.06572421689895393,0.36267473676683304,0.8296539158488601,-0.531437333563634
0.4928384334864348,0.42274172286469613,0.15323115310182764,0.24184596512333742,-0.6781147046369163,0.2291483414638068,0.3363039063112838,-0.024185792396009754
-0.6349912174310804,-0.6755510233587402,-0.863416039389051,-0.9567470897278262,-0.06572421689895393,0.006604349292096438,0.8296539158488601,-0.2072467260374387
-0.3342366438530764,-0.6755510233587402,-0.6779898218907146,-0.8589027587195679,-0.06572421689895393,0.006604349292096438,-1.6370961318390211,-0.2072467260374387
0.7184043636699377,0.42274172286469613,0.41538546059947556,-0.2229146071658893,1.1590567585769707,-0.3049572397482981,-0.6503961127638687,-0.14306941537283394
-1.0109344344035855,-0.6755510233587402,-1.0936003093869857,-0.7365973449592451,-0.06572421689895393,-0.39397483661698224,0.8296539158488601,-0.2072467260374387
